2024-01-15 04:35:30 [SynTPEnh, CPU Usage: 0,4 s., Memory Usage: 21,0 MB]
2024-01-15 04:35:30 [sihost, CPU Usage: 1,1 s., Memory Usage: 25,0 MB]
2024-01-15 04:35:30 [PresentationFontCache, CPU Usage: 0,1 s., Memory Usage: 20,0 MB]
2024-01-15 04:35:30 [taskhostw, CPU Usage: 0,8 s., Memory Usage: 31,0 MB]
2024-01-15 04:35:30 [explorer, CPU Usage: 69,1 s., Memory Usage: 169,0 MB]
2024-01-15 04:35:30 [SynTPHelper, CPU Usage: 0,0 s., Memory Usage: 5,0 MB]
2024-01-15 04:35:30 [igfxEM, CPU Usage: 0,1 s., Memory Usage: 13,0 MB]
2024-01-15 04:35:30 [igfxHK, CPU Usage: 0,1 s., Memory Usage: 10,0 MB]
2024-01-15 04:35:30 [igfxTray, CPU Usage: 0,2 s., Memory Usage: 12,0 MB]
2024-01-15 04:35:30 [StartMenuExperienceHost, CPU Usage: 0,9 s., Memory Usage: 70,0 MB]
2024-01-15 04:35:30 [RuntimeBroker, CPU Usage: 2,4 s., Memory Usage: 119,0 MB]
2024-01-15 04:35:30 [SearchApp, CPU Usage: 8,1 s., Memory Usage: 95,0 MB]
2024-01-15 04:35:30 [ctfmon, CPU Usage: 17,3 s., Memory Usage: 22,0 MB]
2024-01-15 04:35:30 [dllhost, CPU Usage: 4,4 s., Memory Usage: 32,0 MB]
2024-01-15 04:35:30 [TabTip, CPU Usage: 1,5 s., Memory Usage: 16,0 MB]
2024-01-15 04:35:30 [LockApp, CPU Usage: 0,4 s., Memory Usage: 42,0 MB]
2024-01-15 04:35:30 [SearchIndexer, CPU Usage: 2,0 s., Memory Usage: 29,0 MB]
2024-01-15 04:35:30 [RtkNGUI64, CPU Usage: 0,3 s., Memory Usage: 15,0 MB]
2024-01-15 04:35:30 [Reverso, CPU Usage: 100,3 s., Memory Usage: 102,0 MB]
2024-01-15 04:35:30 [GoogleCrashHandler, CPU Usage: 0,0 s., Memory Usage: 1,0 MB]
2024-01-15 04:35:30 [GoogleCrashHandler64, CPU Usage: 0,0 s., Memory Usage: 1,0 MB]
2024-01-15 04:35:30 [msedgewebview2, CPU Usage: 154,8 s., Memory Usage: 1428,0 MB]
2024-01-15 04:35:30 [Lightshot, CPU Usage: 0,4 s., Memory Usage: 20,0 MB]
2024-01-15 04:35:30 [TextInputHost, CPU Usage: 3,1 s., Memory Usage: 67,0 MB]
2024-01-15 04:35:30 [SgrmBroker, CPU Usage: 0,3 s., Memory Usage: 8,0 MB]
2024-01-15 04:35:30 [DTShellHlp, CPU Usage: 0,4 s., Memory Usage: 16,0 MB]
2024-01-15 04:35:30 [DiscSoftBusServiceLite, CPU Usage: 0,5 s., Memory Usage: 16,0 MB]
2024-01-15 04:35:30 [ShellExperienceHost, CPU Usage: 2,3 s., Memory Usage: 52,0 MB]
2024-01-15 04:35:30 [Telegram, CPU Usage: 153,5 s., Memory Usage: 555,0 MB]
2024-01-15 04:35:30 [devenv, CPU Usage: 921,6 s., Memory Usage: 1663,0 MB]
2024-01-15 04:35:30 [PerfWatson2, CPU Usage: 2,7 s., Memory Usage: 63,0 MB]
2024-01-15 04:35:30 [Microsoft.ServiceHub.Controller, CPU Usage: 5,6 s., Memory Usage: 74,0 MB]
2024-01-15 04:35:30 [ServiceHub.VSDetouredHost, CPU Usage: 2,8 s., Memory Usage: 101,0 MB]
2024-01-15 04:35:30 [ServiceHub.ThreadedWaitDialog, CPU Usage: 32,1 s., Memory Usage: 114,0 MB]
2024-01-15 04:35:30 [ServiceHub.IntellicodeModelService, CPU Usage: 10,4 s., Memory Usage: 459,0 MB]
2024-01-15 04:35:30 [ServiceHub.IndexingService, CPU Usage: 4,1 s., Memory Usage: 75,0 MB]
2024-01-15 04:35:30 [ServiceHub.RoslynCodeAnalysisService, CPU Usage: 196,7 s., Memory Usage: 403,0 MB]
2024-01-15 04:35:30 [ServiceHub.IdentityHost, CPU Usage: 4,0 s., Memory Usage: 79,0 MB]
2024-01-15 04:35:30 [ServiceHub.SettingsHost, CPU Usage: 5,1 s., Memory Usage: 141,0 MB]
2024-01-15 04:35:30 [ServiceHub.Host.dotnet.x64, CPU Usage: 14,0 s., Memory Usage: 99,0 MB]
2024-01-15 04:35:30 [ServiceHub.Host.netfx.x86, CPU Usage: 2,9 s., Memory Usage: 71,0 MB]
2024-01-15 04:35:30 [ServiceHub.DataWarehouseHost, CPU Usage: 20,3 s., Memory Usage: 136,0 MB]
2024-01-15 04:35:30 [WebViewHost, CPU Usage: 53,3 s., Memory Usage: 57,0 MB]
2024-01-15 04:35:30 [ace_engine, CPU Usage: 12,8 s., Memory Usage: 84,0 MB]
2024-01-15 04:35:30 [ace_update, CPU Usage: 1,6 s., Memory Usage: 39,0 MB]
2024-01-15 04:35:30 [AdobeIPCBroker, CPU Usage: 0,1 s., Memory Usage: 9,0 MB]
2024-01-15 04:35:30 [CCLibrary, CPU Usage: 0,0 s., Memory Usage: 3,0 MB]
2024-01-15 04:35:30 [node, CPU Usage: 9,4 s., Memory Usage: 114,0 MB]
2024-01-15 04:35:30 [conhost, CPU Usage: 0,1 s., Memory Usage: 50,0 MB]
2024-01-15 04:35:30 [CCXProcess, CPU Usage: 0,0 s., Memory Usage: 2,0 MB]
2024-01-15 04:35:30 [WINWORD, CPU Usage: 57,7 s., Memory Usage: 297,0 MB]
2024-01-15 04:35:30 [notepad++, CPU Usage: 2,0 s., Memory Usage: 33,0 MB]
2024-01-15 04:35:30 [ChatGPT, CPU Usage: 2,6 s., Memory Usage: 29,0 MB]
2024-01-15 04:35:30 [ColorMania, CPU Usage: 0,6 s., Memory Usage: 26,0 MB]
2024-01-15 04:35:30 [ServiceHub.Host.AnyCPU, CPU Usage: 7,5 s., Memory Usage: 125,0 MB]
2024-01-15 04:35:30 [ServiceHub.TestWindowStoreHost, CPU Usage: 1,4 s., Memory Usage: 80,0 MB]
2024-01-15 04:35:30 [audiodg, CPU Usage: 102,6 s., Memory Usage: 31,0 MB]
2024-01-15 04:35:30 [opera, CPU Usage: 4188,7 s., Memory Usage: 6153,0 MB]
2024-01-15 04:35:30 [opera_crashreporter, CPU Usage: 0,0 s., Memory Usage: 8,0 MB]
2024-01-15 04:35:30 [MoUsoCoreWorker, CPU Usage: 0,2 s., Memory Usage: 19,0 MB]
2024-01-15 04:35:30 [MSBuild, CPU Usage: 10,6 s., Memory Usage: 182,0 MB]
2024-01-15 04:35:30 [VBCSCompiler, CPU Usage: 2,8 s., Memory Usage: 131,0 MB]
2024-01-15 04:35:30 [StandardCollector.Service, CPU Usage: 0,3 s., Memory Usage: 53,0 MB]
2024-01-15 04:35:30 [TaskManager, CPU Usage: 1,0 s., Memory Usage: 117,0 MB]
2024-01-15 04:36:09 [System, CPU Usage: 2,8 s., Memory Usage: 2,0 MB]
2024-01-15 04:36:09 [Registry, CPU Usage: 0,1 s., Memory Usage: 33,0 MB]
2024-01-15 04:36:09 [smss, CPU Usage: 0,0 s., Memory Usage: 1,0 MB]
